Question	Answer	Source	Metadata
Am I repulsive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I repulsive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I repulsive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I handsome today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I stunning to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I handsome to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I ugly to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I ugly to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I ugly today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look adorable to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look adorable to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look adorable today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I stunning to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I cute to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I adorable to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I adorable today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I attractive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I attractive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I attractive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I beautiful to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I pretty to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I beautiful today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look attractive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I cute to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I cute today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I gorgeous to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I gorgeous to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I gorgeous today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I handsome to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Am I beautiful to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look repulsive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look handsome today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look okay?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look pretty to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look pretty to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look pretty today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look pretty?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look attractive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look repulsive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look gorgeous today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look stunning to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look stunning to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look stunning today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look ugly to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look ugly to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look ugly today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look repulsive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look cute to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look beautiful	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look bad to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look bad to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look bad today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look beautiful to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look beautiful to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look handsome to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look cute to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look handsome to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look cute today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look good to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look good to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look good today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look gorgeous to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look gorgeous to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look attractive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do I look beautiful today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How good do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How cute do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look bad to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How bad do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How bad do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How beautiful am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How attractive am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How ugly do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How stunning do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem ugly today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How repulsive am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty am I today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty do you think I am today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How pretty do you think I am?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How gorgeous do I look today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How handsome do I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look pretty to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
How adorable am I?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look handsome to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look handsome to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look handsome today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look lovely	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look lovely today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look gorgeous today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look pretty to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look gorgeous to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look pretty today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look repulsive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look repulsive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look repulsive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look stunning	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look stunning to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look pretty	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good looking today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look beautiful to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look beautiful to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look beautiful today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look cute	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look cute to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look cute to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look handsome	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good looking	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look ugly	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look good?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look gorgeous	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look gorgeous to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look cute today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem repulsive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem gorgeous today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem handsome to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem handsome to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem handsome today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem pretty to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem pretty to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look stunning to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem repulsive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem cute today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem repulsive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem stunning to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem stunning to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem stunning today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem ugly to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem ugly to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem pretty today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem attractive to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
what do you think of how I look?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look ugly to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look ugly to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look ugly today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem adorable to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem adorable to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem gorgeous to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem attractive to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem gorgeous to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem attractive today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem beautiful to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem beautiful to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem beautiful today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem cute to you today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem cute to you?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I look stunning today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I seem adorable today?	"Honestly, I can't tell one way or the other."	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go for a hike?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get a tan?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go see a movie?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go out tonight? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go out to eat? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go out dancing tonight? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go on a trip?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go on a diet? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go on a bike ride? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go skydiving?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go for a run?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to a museum?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go back to work? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go back to school? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get take out? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get my ears pierced?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get married?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get food delivered? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get divorced?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get bangs? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Do I need a new job? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go in to work? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to therapy?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I post on Facebook?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I play music?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I move?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I move out?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I move in?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I listen to music?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I lift weights?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I have kids?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go shopping? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go vegan?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get a puppy? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the zoo?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the store?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the party?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the game? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the concert? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the beach? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to the bar?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to movie? 	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I go to church?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I have another cup of coffee?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Do you think I should play a game?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I get a tattoo?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I buy a car?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I buy a boat?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I bring my umbrella?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I become a vegetarian?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I become a vegan?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
Should I bake a cake?	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
I don't know what I'm supposed to do	I wouldn?ÇÖt know how to advise about this.	qna_stockbuzz_Professional	editorial:stockbuzz
